;Name;Set;Type;Class;Rarity;Cost;Attack;Health;Abilities;Artist;Text;Quote;Img_link;Subtype
1549;Inara Stormcrash;Madness at the Darkmoon Faire;Minion;Shaman;Legendary;5;4;5;['Increment attribute'];Jim Nelson;On your turn, your hero has +2 Attack and Windfury;See this card on Hearthpwn;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/7/70/Inara_Stormcrash%28388987%29.png/revision/latest/scale-to-width-down/200?cb=20201113112425;
1550;Incanter's Flow;Ashes of Outland;Spell;Mage;Common;2;;;['Increment attribute', 'Modify cost'];;Reduce the Cost of spells in your deck by (1).;"""Gettin' them discounts in bulk amounts, spells can come, and spells can go, castin' costs drop with my sweet, sweet flow.""";https://static.wikia.nocookie.net/hearthstone_gamepedia/images/b/b2/Incanter%27s_Flow%28210800%29.png/revision/latest/scale-to-width-down/200?cb=20201007140453;
1551;Inconspicuous Rider;Madness at the Darkmoon Faire;Minion;Neutral;Common;3;2;2;['Battlecry', 'Cast spell'];Sean McNally;Battlecry: Cast a Secret from your deck.;Improvise, adapt, overcome.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/e/ee/Inconspicuous_Rider%28388999%29.png/revision/latest/scale-to-width-down/200?cb=20201113112707;
1552;Indomitable Champion;Descent of Dragons;Minion;Paladin;;4;3;6;['Taunt'];Unknown artist;Taunt;See this card on Hearthpwn;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/3/35/Indomitable_Champion%28151432%29.png/revision/latest/scale-to-width-down/200?cb=20191206161554;
1553;Infectious Sporeling;Ashes of Outland;Minion;Neutral;Rare;1;1;2;['Transform'];Jim Nelson;After this damages a minion, turn it into an Infectious Sporeling.;"""The best thing about being me—there’s so many 'me's.""";https://static.wikia.nocookie.net/hearthstone_gamepedia/images/8/85/Infectious_Sporeling%28210846%29.png/revision/latest/scale-to-width-down/200?cb=20201007140505;
1554;Infernal;Classic;Minion;Warlock;;6;6;6;[];Jessada Sutthi;See this card on Hearthpwn;[data page];https://static.wikia.nocookie.net/hearthstone_gamepedia/images/3/39/Infernal%28121%29.png/revision/latest/scale-to-width-down/200?cb=20200331133632;Demon
1555;INFERNO!;Classic;Hero Power;Warlock;;2;;;['Summon'];Kevin Chen;Hero PowerSummon a 6/6 Infernal.;See this card on Hearthpwn;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/e/e8/INFERNO%21%2883%29.png/revision/latest/scale-to-width-down/200?cb=20161202163859;
1556;Infest;Whispers of the Old Gods;Spell;Hunter;Rare;3;;;['Deathrattle', 'Generate'];Anton Zemskov;"Give your minions ""Deathrattle: Add a random Beast to your hand.""";The best part is the look on their face when you jump out of the cake! Err… corpse.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/f/f6/Infest%2833146%29.png/revision/latest/scale-to-width-down/200?cb=20200805212018;
1557;Infested Goblin;Saviors of Uldum;Minion;Neutral;Rare;3;2;3;['Deathrattle', 'Generate', 'Taunt'];Ludo Lullabi;TauntDeathrattle: Add two 1/1 Scarabs with Taunt to your hand.;Trust us. DON'T go cheap on the scarab repellent.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/e/e2/Infested_Goblin%2890756%29.png/revision/latest/scale-to-width-down/200?cb=20200124233000;
1558;Infested Tauren;Whispers of the Old Gods;Minion;Neutral;Common;4;2;3;['Deathrattle', 'Summon', 'Taunt'];Paul Mafayon;Taunt. Deathrattle: Summon a 2/2 Slime.;The Overmind and the Old Gods are surprisingly similar.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/d/d4/Infested_Tauren%2833128%29.png/revision/latest/scale-to-width-down/200?cb=20161202174627;
1559;Infested Wolf;Whispers of the Old Gods;Minion;Hunter;Rare;4;3;3;['Deathrattle', 'Summon'];E. Guiton & A. Bozonnet;Deathrattle: Summon two 1/1 Spiders.;A little flea powder will fix that right up.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/0/0e/Infested_Wolf%2835215%29.png/revision/latest/scale-to-width-down/200?cb=20200805175838;Beast
1560;Infiltrator Lilian;Scholomance Academy;Minion;Rogue;Legendary;4;4;2;['Deathrattle', 'Force attack', 'Stealth', 'Summon'];Alex Horley Orlandelli;StealthDeathrattle: Summon a 4/2 Forsaken Lilian that attacks a random enemy.;She'll get to the bottom of this even if it kills her. Twice!;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/d/d5/Infiltrator_Lilian%28329879%29.png/revision/latest/scale-to-width-down/200?cb=20200911160814;
1561;Initiation;Scholomance Academy;Spell;Priest;Rare;6;;;['Copy', 'Deal damage', 'Summon'];Arthur Gimaldinov;Deal 4 damage to a minion. If that kills it, summon a new copy.;The things a murloc's gotta go through to graduate from Scholomance...;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/4/44/Initiation%28329993%29.png/revision/latest/scale-to-width-down/200?cb=20200911161527;
1562;Injured Blademaster;Classic;Minion;Neutral;Rare;3;4;7;['Battlecry', 'Deal damage'];Samwise Didier;Battlecry: Deal 4 damage to HIMSELF.;He claims it is an old war wound, but we think he just cut himself shaving.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/2/27/Injured_Blademaster%28209%29.png/revision/latest/scale-to-width-down/200?cb=20160323211941;
1563;Injured Kvaldir;The Grand Tournament;Minion;Neutral;Rare;1;2;4;['Battlecry', 'Deal damage'];Zoltan Boros;Battlecry: Deal 3 damage to this minion.;Don't worry.  With a little skin cream he's going to clear right up.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/5/58/Injured_Kvaldir%2822322%29.png/revision/latest/scale-to-width-down/200?cb=20160324190538;
1564;Injured Tol'vir;Saviors of Uldum;Minion;Neutral;Common;2;2;6;['Battlecry', 'Deal damage', 'Taunt'];L. Lullabi & K. Turovec;TauntBattlecry: Deal 3 damage to this minion.;Me-OW!;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/8/89/Injured_Tol%27vir%2890805%29.png/revision/latest/scale-to-width-down/200?cb=20200124221954;
1565;Inkmaster Solia;Mean Streets of Gadgetzan;Minion;Mage;Legendary;7;5;5;['Battlecry', 'Highlander', 'Modify cost', 'Set attribute'];J. Ejsing & E. Amundsen;Battlecry: If your deck has no duplicates, the next spell you cast this turn costs (0).;Solia marks the Kabal with intricate tattoos that grant immense power. Also it makes it harder for other gangs to recruit from their numbers. BACK OFF, GOONS.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/6/6c/Inkmaster_Solia%2849693%29.png/revision/latest/scale-to-width-down/200?cb=20161202182811;
1566;Inner Demon;Basic;Spell;Demon Hunter;;8;;;['Increment attribute'];Gonzalo Ordonez;Give your hero +8 Attack this turn.;Critical component of any tragic backstory.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/d/dc/Inner_Demon%28210774%29.png/revision/latest/scale-to-width-down/200?cb=20200327173138;
1567;Inner Fire;Classic;Spell;Priest;Common;1;;;['Set attribute'];Steve Prescott;Change a minion's Attack to be equal to its Health.;Good idea: Buffing your minions.  Bad idea: Starting a conversation in the Barrens.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/4/46/Inner_Fire%28207%29.png/revision/latest/scale-to-width-down/200?cb=20160323211424;
1568;Inner Rage;Classic;Spell;Warrior;Common;0;;;['Deal damage', 'Increment attribute'];Slawomir Maniak;Deal 1 damage to a minion and give it +2 Attack.;They're only smiling on the outside.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/2/21/Inner_Rage%28366%29.png/revision/latest/scale-to-width-down/200?cb=20160323223859;
1569;Innervate;Basic;Spell;Druid;;0;;;[];Doug Alexander;Gain 1 Mana Crystal this turn only.;"Some druids still have flashbacks from strangers yelling ""Innervate me!!"" at them.";https://static.wikia.nocookie.net/hearthstone_gamepedia/images/5/5b/Innervate%28548%29.png/revision/latest/scale-to-width-down/200?cb=20170918193008;
1570;Inquisitor Whitemane;Knights of the Frozen Throne‎;Minion;Paladin;;2;2;2;[];Luke Mancini;See this card on Hearthpwn;[data page];https://static.wikia.nocookie.net/hearthstone_gamepedia/images/3/33/Inquisitor_Whitemane%2863080%29.png/revision/latest/scale-to-width-down/200?cb=20200327184646;
1571;Insatiable Felhound;Madness at the Darkmoon Faire;Minion;Demon Hunter;Common;3;2;5;['Corrupt', 'Taunt'];Zoltan Boros;TauntCorrupt: Gain +1/+1 and Lifesteal.;Back-to-back winner of the annual hot dog eating contest... and the judge-eating contest.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/1/1c/Insatiable_Felhound%28388968%29.png/revision/latest/scale-to-width-down/200?cb=20201113112711;Demon
1572;Insatiable Felhound (Corrupted);Madness at the Darkmoon Faire;Minion;Demon Hunter;Common;3;3;6;['Corrupted', 'Lifesteal', 'Taunt'];Zoltan Boros;CorruptedTaunt, Lifesteal;See this card on Hearthpwn;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/a/af/Insatiable_Felhound%28388978%29.png/revision/latest/scale-to-width-down/200?cb=20201117193606;Demon
1573;Insight;Madness at the Darkmoon Faire;Spell;Priest;Common;2;;;['Corrupt', 'Put into hand'];Evgeniy Dlinnov;Draw a minion.Corrupt: Reduce its Cost by (2).;Shouldn't the eyes be facing backwards for insight?;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/0/08/Insight%28389004%29.png/revision/latest/scale-to-width-down/200?cb=20201113112913;
1574;Insight (Corrupted);Madness at the Darkmoon Faire;Spell;Priest;Common;2;;;['Corrupted', 'Increment attribute', 'Modify cost', 'Put into hand'];Evgeniy Dlinnov;CorruptedDraw a minion.Reduce its Cost by (2).;See this card on Hearthpwn;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/4/46/Insight%28389057%29.png/revision/latest/scale-to-width-down/200?cb=20201117222311;
1575;Instructor Fireheart;Scholomance Academy;Minion;Shaman;Legendary;3;3;3;['Battlecry', 'Discover', 'Generate', 'Recurring'];Rafael Zanchetin;Battlecry: Discover a spell that costs (1) or more. If you play it this turn, repeat this effect.;When you have fire in your heart, even death can't stop you.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/9/92/Instructor_Fireheart%28329934%29.png/revision/latest/scale-to-width-down/200?cb=20200911160531;
1576;Into the Fray;Saviors of Uldum;Spell;Warrior;Rare;1;;;['Increment attribute'];;Give all Taunt minions in your hand +2/+2.;"""You are in my FRAY!""";https://static.wikia.nocookie.net/hearthstone_gamepedia/images/4/47/Into_the_Fray%2890754%29.png/revision/latest/scale-to-width-down/200?cb=20191105171326;
1577;Intrepid Initiate;Scholomance Academy;Minion;Neutral;Common;1;1;2;['Increment attribute', 'Spellburst'];Ursula Dorada;Spellburst: Gain +2 Attack.;How you like them apples?;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/c/c9/Intrepid_Initiate%28330001%29.png/revision/latest/scale-to-width-down/200?cb=20200911155927;
1578;Invocation of Frost;Descent of Dragons;Spell;Shaman;Common;2;;;['Freeze', 'Invoke'];Ludo Lullabi;Freeze an enemy.Invoke Galakrond.;Galakrond adores a little frosting.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/4/4e/Invocation_of_Frost%28151412%29.png/revision/latest/scale-to-width-down/200?cb=20200320035153;
1579;Iron Golem;Kobolds and Catacombs;Minion;Warrior;;5;5;5;[];Zoltan Boros;See this card on Hearthpwn;[data page];https://static.wikia.nocookie.net/hearthstone_gamepedia/images/c/c5/Iron_Golem%2876937%29.png/revision/latest/scale-to-width-down/200?cb=20171210131604;
1580;Iron Hide;Journey to Un'Goro;Spell;Warrior;Common;1;;;['Gain Armor'];Phil Saunders;Gain 5 Armor.;Week 6. I remain covered head to toe with scales. They do not yet realize that I am not a dinosaur.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/a/a3/Iron_Hide%2855572%29.png/revision/latest/scale-to-width-down/200?cb=20170407162639;
1581;Iron Juggernaut;Goblins vs Gnomes;Minion;Warrior;Legendary;6;6;5;['Battlecry', 'Generate', 'Shuffle into deck'];Raymond Swanland;Battlecry: Shuffle a Mine into your opponent's deck. When drawn, it explodes for 10 damage.;"The Iron Juggernaut guards Orgrimmar and has just earned the ""Employee of the Month"" award!";https://static.wikia.nocookie.net/hearthstone_gamepedia/images/b/b0/Iron_Juggernaut%2812295%29.png/revision/latest/scale-to-width-down/200?cb=20160324172954;Mech
1582;Iron Sensei;Goblins vs Gnomes;Minion;Rogue;Rare;3;2;2;['Increment attribute'];Brian Despain;At the end of your turn, give another friendly Mech +2/+2.;"Mechs like learning from him because he really speaks their language.
0110100001101001";https://static.wikia.nocookie.net/hearthstone_gamepedia/images/b/bd/Iron_Sensei%2812229%29.png/revision/latest/scale-to-width-down/200?cb=20160324171753;Mech
1583;Ironbark;Ashes of Outland;Spell;Druid;Rare;2;;;['Increment attribute', 'Modify cost', 'Set attribute'];Jim Nelson;Give a minion +1/+3 and Taunt. Costs (0) if you have at least 7 Mana Crystals.;"""The important thing, son, is to protect your spores! I have spoken!""";https://static.wikia.nocookie.net/hearthstone_gamepedia/images/b/be/Ironbark%28210764%29.png/revision/latest/scale-to-width-down/200?cb=20201007140516;
1584;Ironbark Protector;Basic;Minion;Druid;;8;8;8;['Taunt'];Dave Allsop;Taunt;I dare you to attack Darnassus.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/6/63/Ironbark_Protector%28238%29.png/revision/latest/scale-to-width-down/200?cb=20160323204612;
1585;Ironbeak Owl;Classic;Minion;Neutral;Common;3;2;1;['Battlecry', 'Silence'];Trevor Jacobs;Battlecry: Silence a minion.;Their wings are silent but their screech is... whatever the opposite of silent is.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/6/68/Ironbeak_Owl%28500%29.png/revision/latest/scale-to-width-down/200?cb=20160426223302;Beast
1586;Ironforge Portal;One Night in Karazhan;Spell;Warrior;Common;5;;;['Gain Armor', 'Summon'];Nate Bowden;Gain 4 Armor. Summon a random 4-Cost minion.;Come to beautiful Ironforge! Where irons are forged and the forges are iron!;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/0/04/Ironforge_Portal%2842064%29.png/revision/latest/scale-to-width-down/200?cb=20161202174154;
1587;Ironforge Rifleman;Basic;Minion;Neutral;;3;2;2;['Battlecry', 'Deal damage'];Tooth;Battlecry: Deal 1 damage.;"""Ready! Aim! Drink!""";https://static.wikia.nocookie.net/hearthstone_gamepedia/images/e/e9/Ironforge_Rifleman%2841%29.png/revision/latest/scale-to-width-down/200?cb=20160323203857;
1588;Ironfur Grizzly;Basic;Minion;Neutral;;3;3;3;['Taunt'];Lars Grant-West;Taunt;"""Bear Carcass 1/10""";https://static.wikia.nocookie.net/hearthstone_gamepedia/images/a/ad/Ironfur_Grizzly%28519%29.png/revision/latest/scale-to-width-down/200?cb=20160323203758;Beast
1589;Ironhide Direhorn;Rastakhan's Rumble;Minion;Druid;Common;7;7;7;['Overkill', 'Summon'];Luca Zontini;Overkill: Summon a 5/5 Ironhide Runt.;"""Boy! Bring me my masks and skull rams.""";https://static.wikia.nocookie.net/hearthstone_gamepedia/images/7/7a/Ironhide_Direhorn%2890170%29.png/revision/latest/scale-to-width-down/200?cb=20181130102841;Beast
1590;Ironhide Runt;Rastakhan's Rumble;Minion;Druid;;5;5;5;[];Luca Zontini;See this card on Hearthpwn;[data page];https://static.wikia.nocookie.net/hearthstone_gamepedia/images/d/d0/Ironhide_Runt%2890184%29.png/revision/latest/scale-to-width-down/200?cb=20181130102920;Beast
1591;Ironwood Golem;Kobolds and Catacombs;Minion;Druid;Common;4;3;6;"[""Can't attack"", 'Taunt']";L. Lullabi & K. Turovec;TauntCan only attack if you have 3 or more Armor.;"Marketed as a ""rust-proof iron golem.""";https://static.wikia.nocookie.net/hearthstone_gamepedia/images/f/f8/Ironwood_Golem%2876965%29.png/revision/latest/scale-to-width-down/200?cb=20171209041123;
1592;Isiset;Saviors of Uldum;;Mage;;0;;60;[];Craig Elliott;In the deft hands of the Mistress of Magic, any spell can be a Twinspell.;See this card on Hearthpwn;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/3/32/Isiset%2892726%29.png/revision/latest/scale-to-width-down/200?cb=20200906162835;
1593;Ivory Knight;One Night in Karazhan;Minion;Paladin;Rare;6;4;4;['Battlecry', 'Discover', 'Restore Health'];Zoltan Boros;Battlecry: Discover a spell. Restore Health to your hero equal to its Cost.;"Do NOT call it a ""horse"".";https://static.wikia.nocookie.net/hearthstone_gamepedia/images/9/9a/Ivory_Knight%2842019%29.png/revision/latest/scale-to-width-down/200?cb=20161202181044;
1594;Ixlid, Fungal Lord;Kobolds and Catacombs;Minion;Druid;Legendary;5;2;4;['Copy', 'Summon'];James Ryman;After you play a minion, summon a copy of it.;"We suggest crafting Ixlid; he'll grow on you. Literally.";https://static.wikia.nocookie.net/hearthstone_gamepedia/images/f/f0/Ixlid%2C_Fungal_Lord%2876947%29.png/revision/latest/scale-to-width-down/200?cb=20190906064955;
1595;Jade Behemoth;Mean Streets of Gadgetzan;Minion;Druid;Common;6;3;6;['Battlecry', 'Summon', 'Taunt'];Zoltan Boros;Taunt Battlecry: Summon a Jade Golem.;I think we should talk about the jade elephant in the room.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/4/4a/Jade_Behemoth%2849718%29.png/revision/latest/scale-to-width-down/200?cb=20161202172629;
1596;Jade Blossom;Mean Streets of Gadgetzan;Spell;Druid;Common;3;;;['Summon'];Zoltan Boros;Summon a Jade Golem. Gain an empty Mana Crystal.;Meditating under a jade blossom is said to grant you wisdom, unless you have a pollen allergy.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/3/3b/Jade_Blossom%2849703%29.png/revision/latest/scale-to-width-down/200?cb=20161202173202;
1597;Jade Chieftain;Mean Streets of Gadgetzan;Minion;Shaman;Common;7;5;5;['Battlecry', 'Summon'];A.J. Nazzaro;Battlecry: Summon a Jade Golem. Give it Taunt.;Seeing his Jade Golem grow up into the tall, handsome 6/6 standing before him was the proudest moment of his life.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/a/a3/Jade_Chieftain%2849720%29.png/revision/latest/scale-to-width-down/200?cb=20161202172533;
